Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
chinese,female,thin,51,no,no_kids,big,red,,white,short_sleeve,black,long,clothes,3,8,no,14,2,7,1,Dense fog,Noon,Saturday,no,Sepang
chinese,male,moderate,37,no,no_kids,big,white,casual,black,short_sleeve,,long,clothes,4,7,yes,16,1,20,1,Dense fog,Noon,Saturday,no,Sepang
malay,female,,40,no,no_kids,big,red,formal,red,long sleeve,blue_jeans,long,clothes,5,10,no,37,2,10,1,Thunderstorms,Evening,Saturday,no,Sepang
,female,thin,54,yes,young,big,red,casual,,short_sleeve,black,long,clothes,5,7,no,38,0,14,3,Thunderstorms,Evening,Saturday,no,Sepang
indian,female,moderate,,no,,big,,casual,grey,short_sleeve,blue_jeans,short,clothes,6,10,no,58,5,15,3,Thunderstorms,Evening,Saturday,no,Putrajaya
indian,female,moderate,49,,no_kids,big,blue,,white,short_sleeve,blue_jeans,long,clothes,3,7,no,18,,10,2,Dense fog,Evening,Saturday,no,Sepang
indian,female,thin,39,no,no_kids,,black,casual,white,long sleeve,black,long,blankets,5,10,yes,24,3,20,,Dense fog,Evening,Saturday,no,Putrajaya
malay,male,thin,41,no,no_kids,big,blue,casual,red,,black,long,clothes,3,7,yes,53,2,7,3,Dense fog,Evening,Saturday,no,Putrajaya
chinese,female,moderate,40,no,no_kids,,black,,black,short_sleeve,white,long,clothes,4,10,no,34,4,8,1,Dense fog,Evening,Saturday,no,Sepang
malay,male,thin,41,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,long,blankets,4,9,no,16,2,15,1,Dense fog,Night,Saturday,no,Putrajaya
chinese,female,thin,51,,,big,blue,casual,,,white,long,clothes,4,8,no,35,,20,3,Dense fog,Night,Saturday,no,Sepang
malay,female,fat,29,,no_kids,big,pink,,grey,,blue,long,clothes,3,8,yes,45,1,9,3,Dense fog,Night,Saturday,no,Sepang
malay,female,fat,45,no,no_kids,big,black,,blue,short_sleeve,,long,clothes,5,7,no,42,2,8,3,Dense fog,Night,Saturday,no,Putrajaya
malay,female,fat,54,no,,big,white,casual,blue,short_sleeve,brown,long,clothes,3,7,,50,5,14,2,Dense fog,Night,Saturday,no,Sepang
indian,male,,45,no,,big,white,casual,red,short_sleeve,green,long,clothes,6,9,no,55,1,14,3,Dense fog,Night,Saturday,no,Majlis Perbandaran Kajang
malay,,fat,39,no,no_kids,big,grey,,,long sleeve,grey,long,clothes,6,9,no,29,,14,3,Dense fog,Night,Saturday,no,Putrajaya
malay,,thin,53,no,no_kids,,black,casual,grey,short_sleeve,brown,long,clothes,5,8,yes,19,,15,1,Dense fog,Night,Saturday,no,Sepang
malay,female,thin,37,no,,,blue,casual,red,long sleeve,grey,long,clothes,4,8,no,53,,21,,Dense fog,Night,Saturday,no,Putrajaya
malay,male,fat,50,no,no_kids,big,blue,casual,black,,black,long,clothes,3,7,yes,53,5,21,2,Dense fog,Night,Saturday,no,Putrajaya
chinese,female,thin,34,no,,big,pink,formal,white,short_sleeve,blue,long,clothes,6,8,no,24,5,17,1,Dense fog,Night,Saturday,no,Sepang
indian,male,thin,46,no,no_kids,big,blue,,blue,short_sleeve,brown,short,,4,10,no,52,3,14,3,Dense fog,Night,Saturday,no,Putrajaya
,male,thin,33,no,no_kids,,black,casual,,,blue_jeans,short,clothes,3,8,no,59,0,21,,Dense fog,Night,Saturday,no,Putrajaya
malay,male,fat,42,no,no_kids,big,black,casual,red,short_sleeve,black,long,blankets,4,7,no,39,3,7,1,Dense fog,Late Night,Sunday,no,Putrajaya
,male,fat,50,,no_kids,big,grey,,grey,short_sleeve,red,short,clothes,6,10,yes,15,4,20,3,Dense fog,Late Night,Sunday,no,Sepang
chinese,female,fat,54,,no_kids,big,brown,casual,,,black,long,clothes,3,7,no,29,5,8,1,Dense fog,Late Night,Sunday,no,Sepang
chinese,male,thin,38,no,,big,red,casual,white,short_sleeve,blue_jeans,long,clothes,4,10,,24,3,14,2,Dense fog,Morning,Sunday,no,Putrajaya
chinese,,thin,30,no,no_kids,big,blue,casual,,short_sleeve,pink,short,clothes,3,10,yes,36,1,15,2,Dense fog,Morning,Sunday,no,Putrajaya
malay,male,fat,54,no,no_kids,,red,casual,,short_sleeve,blue_jeans,long,clothes,4,8,yes,16,1,21,,Dense fog,Morning,Sunday,no,Sepang
malay,female,moderate,47,no,no_kids,big,purple,casual,blue,long sleeve,black,long,clothes,6,10,yes,13,4,16,3,Dense fog,Morning,Monday,no,Sepang
,male,thin,29,no,,small,red,,orange,short_sleeve,white,long,clothes,6,9,yes,52,0,14,1,Dense fog,Morning,Monday,no,Sepang
malay,female,fat,46,no,no_kids,,white,casual,purple,long sleeve,pink,long,clothes,5,8,no,43,3,7,3,Dense fog,Morning,Monday,no,Sepang
malay,male,moderate,41,yes,baby,big,green,casual,black,short_sleeve,grey,long,,3,9,no,13,2,10,3,Dense fog,Morning,Monday,no,Sepang
indian,male,moderate,41,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,26,1,10,1,Haze,Morning,Monday,no,Sepang
chinese,female,moderate,42,no,no_kids,small,black,casual,purple,short_sleeve,purple,long,,6,8,no,35,3,11,2,Partly cloudy,Night,Thursday,no,Putrajaya
chinese,female,fat,32,no,no_kids,big,black,casual,red,short_sleeve,brown,short,clothes,5,10,no,44,2,14,3,Partly cloudy,Night,Thursday,no,Sepang
,male,fat,35,no,no_kids,small,brown,casual,grey,long sleeve,blue_jeans,short,clothes,3,8,no,56,5,14,3,Partly cloudy,Night,Thursday,no,Putrajaya
foreigner,female,fat,45,no,no_kids,big,purple,casual,red,short_sleeve,black,long,,6,10,no,37,2,18,3,Partly cloudy,Night,Thursday,no,Putrajaya
indian,male,,,yes,young,big,black,,pink,short_sleeve,grey,long,clothes,6,9,no,54,3,11,1,Partly cloudy,Night,Thursday,no,Sepang
malay,female,fat,47,,no_kids,,grey,casual,black,long sleeve,white,long,clothes,4,10,no,16,3,8,2,Partly cloudy,Night,Thursday,no,Putrajaya
,male,fat,34,no,no_kids,,,casual,brown,short_sleeve,grey,short,clothes,6,8,no,49,0,20,1,Partly cloudy,Night,Thursday,no,Putrajaya
malay,female,moderate,44,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,6,7,no,25,4,12,3,Partly cloudy,Night,Thursday,no,Sepang
indian,male,fat,38,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no,51,1,18,1,Partly cloudy,Night,Thursday,no,Majlis Perbandaran Kajang
malay,male,thin,49,,no_kids,big,green,formal,,long sleeve,black,long,clothes,5,8,no,16,0,8,1,Broken clouds,Evening,Friday,no,Putrajaya
malay,female,,47,no,no_kids,big,,casual,black,short_sleeve,blue,long,clothes,4,10,no,23,1,16,3,Partly cloudy,Early Morning,Sunday,no,Putrajaya
malay,female,thin,,,no_kids,big,blue,casual,,long sleeve,green,long,clothes,6,10,yes,15,0,11,3,Partly cloudy,Early Morning,Sunday,no,Sepang
indian,male,thin,52,no,no_kids,big,yellow,casual,red,short_sleeve,purple,short,clothes,4,8,no,32,5,16,2,Partly cloudy,Early Morning,Sunday,no,Sepang
malay,male,fat,29,yes,young,,black,casual,orange,short_sleeve,blue_jeans,long,clothes,6,9,,30,2,11,,Broken clouds,Morning,Sunday,no,Sepang
foreigner,male,thin,44,no,no_kids,big,white,,orange,long sleeve,black,long,clothes,3,9,no,11,4,8,1,Broken clouds,Noon,Wednesday,no,Putrajaya
indian,male,moderate,50,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,6,10,no,26,3,12,2,Broken clouds,Noon,Wednesday,no,Putrajaya
malay,female,fat,34,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,no,22,5,16,1,Broken clouds,Noon,Wednesday,no,Putrajaya
malay,female,,53,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no,22,0,15,3,Broken clouds,Noon,Wednesday,no,Sepang
malay,male,fat,,no,no_kids,small,white,casual,,short_sleeve,,long,clothes,6,8,no,60,4,14,1,Broken clouds,Noon,Wednesday,no,Putrajaya
malay,male,moderate,,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,3,7,,32,4,9,3,Broken clouds,Noon,Wednesday,no,Putrajaya
indian,female,thin,36,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no,17,4,19,2,Thunderstorms,Noon,Wednesday,no,Sepang
,male,thin,43,no,no_kids,,blue,casual,black,short_sleeve,grey,long,,3,7,no,21,0,13,3,Thunderstorms,Noon,Wednesday,no,Putrajaya
malay,female,fat,44,no,no_kids,big,,traditional,white,,white,long,clothes,6,9,yes,30,5,10,3,Broken clouds,Evening,Wednesday,no,Sepang
malay,female,fat,50,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes,19,0,15,3,Broken clouds,Evening,Wednesday,no,Sepang
malay,female,fat,55,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,,3,7,no,28,3,18,3,Broken clouds,Evening,Wednesday,no,Putrajaya
malay,female,,29,,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes,41,3,16,,Broken clouds,Evening,Wednesday,no,Putrajaya
indian,female,thin,28,no,no_kids,big,black,casual,black,short_sleeve,,long,blankets,4,8,no,19,0,11,3,Broken clouds,Evening,Wednesday,no,Sepang
malay,male,fat,35,no,no_kids,big,blue,casual,black,short_sleeve,,long,,5,9,no,22,1,8,2,Broken clouds,Evening,Wednesday,no,Sepang
,male,moderate,46,,no_kids,big,brown,,green,,blue_jeans,long,clothes,6,7,,43,1,13,3,Broken clouds,Evening,Wednesday,no,Putrajaya
indian,male,,50,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,,26,4,16,1,Broken clouds,Evening,Wednesday,no,Sepang
malay,female,thin,33,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,32,5,9,1,Broken clouds,Evening,Wednesday,no,Putrajaya
malay,female,moderate,34,no,no_kids,big,black,,blue,long sleeve,black,long,clothes,6,7,no,53,0,9,1,Thunderstorms,Evening,Wednesday,no,Putrajaya
malay,male,fat,40,no,no_kids,big,blue,casual,black,short_sleeve,,long,clothes,5,9,no,48,3,11,1,Thunderstorms,Evening,Wednesday,no,Putrajaya
,female,fat,33,no,no_kids,big,,casual,grey,long sleeve,grey,long,clothes,3,7,,44,2,11,3,Thunderstorms,Evening,Wednesday,no,Putrajaya
indian,female,moderate,52,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,5,8,no,11,2,9,1,Thunderstorms,Evening,Wednesday,no,Sepang
chinese,male,fat,54,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,50,5,9,2,Thunderstorms,Evening,Wednesday,no,Putrajaya
malay,female,moderate,38,no,no_kids,big,blue,,,short_sleeve,red,short,clothes,3,10,no,33,0,18,3,Thunderstorms,Evening,Wednesday,no,Sepang
foreigner,male,thin,43,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,39,2,10,2,Thunderstorms,Evening,Wednesday,no,Sepang
foreigner,male,thin,45,no,no_kids,big,green,casual,green,short_sleeve,,long,clothes,3,8,,51,0,14,3,Thunderstorms,Evening,Wednesday,no,Sepang
malay,male,,52,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,6,9,yes,27,0,21,2,Thunderstorms,Night,Wednesday,no,Putrajaya
malay,,fat,37,no,no_kids,big,grey,casual,green,short_sleeve,,long,clothes,3,9,no,49,4,21,3,Thunderstorms,Night,Wednesday,no,Sepang
malay,male,fat,41,,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,39,4,10,3,Thunderstorms,Night,Wednesday,no,Sepang
,male,fat,45,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,5,10,,56,5,8,3,Partly cloudy,Night,Wednesday,no,Sepang
malay,female,thin,53,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,35,4,16,3,Partly cloudy,Night,Wednesday,no,Sepang
malay,male,thin,39,no,no_kids,big,,casual,,short_sleeve,,long,blankets,4,8,yes,43,5,14,3,Partly cloudy,Night,Wednesday,no,Sepang
indian,male,,32,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,18,1,14,3,Partly cloudy,Night,Wednesday,no,Sepang
malay,female,thin,,no,no_kids,,pink,,purple,long sleeve,purple,long,clothes,3,8,yes,43,0,7,1,Partly cloudy,Night,Wednesday,no,Putrajaya
indian,female,thin,33,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,54,5,7,2,Partly cloudy,Night,Wednesday,no,Sepang
indian,female,fat,46,,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,39,5,17,1,Partly cloudy,Night,Wednesday,no,Sepang
indian,female,fat,30,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,14,2,21,3,Partly cloudy,Night,Wednesday,no,Sepang
chinese,male,,55,no,no_kids,,white,casual,blue,short_sleeve,white,short,clothes,5,10,,29,5,12,2,Partly cloudy,Late Night,Wednesday,no,Sepang
indian,,thin,30,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no,31,4,8,2,Partly cloudy,Late Night,Wednesday,no,Putrajaya
,male,fat,34,no,no_kids,big,white,casual,yellow,,,long,clothes,5,7,,27,1,13,3,Partly cloudy,Late Night,Wednesday,no,Putrajaya
indian,female,fat,39,no,no_kids,,blue,formal,black,long sleeve,black,long,clothes,3,10,no,31,1,9,,Partly cloudy,Late Night,Wednesday,no,Sepang
chinese,female,fat,41,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no,34,1,14,,Broken clouds,Morning,Wednesday,no,Sepang
chinese,male,fat,,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,short,clothes,4,7,yes,32,1,16,2,Broken clouds,Morning,Wednesday,no,Sepang
indian,male,moderate,35,,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,11,1,13,1,Broken clouds,Morning,Wednesday,no,Sepang
malay,female,thin,34,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,54,3,15,3,Partly sunny,Morning,Wednesday,no,Sepang
chinese,male,moderate,55,no,no_kids,,black,,brown,short_sleeve,black,short,clothes,3,7,no,24,5,16,2,Broken clouds,Noon,Wednesday,no,Sepang
indian,,moderate,47,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,10,no,49,3,11,1,Broken clouds,Noon,Wednesday,no,Sepang
chinese,male,thin,45,no,no_kids,,red,,red,short_sleeve,blue_jeans,short,clothes,4,8,no,45,0,18,3,Partly sunny,Evening,Wednesday,no,Sepang
malay,female,fat,31,no,no_kids,big,blue,,blue,long sleeve,blue,long,clothes,4,8,no,51,1,18,2,Partly sunny,Evening,Wednesday,no,Sepang
chinese,female,thin,41,no,no_kids,big,orange,casual,grey,long sleeve,,long,clothes,3,8,no,18,3,16,2,Broken clouds,Evening,Wednesday,no,Putrajaya
foreigner,male,thin,42,no,no_kids,big,white,casual,,short_sleeve,pink,short,clothes,6,9,no,16,2,15,2,Broken clouds,Evening,Wednesday,no,Sepang
foreigner,,fat,36,no,no_kids,big,grey,casual,yellow,short_sleeve,black,long,clothes,5,7,no,14,3,19,1,Broken clouds,Evening,Wednesday,no,Putrajaya
foreigner,female,fat,54,no,no_kids,big,white,,green,long sleeve,white,long,blankets,5,8,no,48,5,20,3,Broken clouds,Evening,Wednesday,no,Sepang
chinese,female,thin,44,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,6,10,,29,0,7,1,Broken clouds,Evening,Wednesday,no,Putrajaya
malay,female,,47,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,42,3,7,1,Broken clouds,Evening,Wednesday,no,Sepang
malay,,moderate,47,,no_kids,big,,casual,red,short_sleeve,black,long,clothes,3,9,no,43,3,12,,Broken clouds,Evening,Wednesday,no,Sepang
malay,male,fat,29,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,60,5,15,3,Partly cloudy,Night,Wednesday,no,Putrajaya
malay,female,fat,41,no,no_kids,,black,casual,green,short_sleeve,black,long,clothes,6,9,no,29,4,7,3,Partly cloudy,Night,Wednesday,no,Putrajaya
malay,female,thin,50,no,no_kids,,grey,casual,green,short_sleeve,grey,short,clothes,6,10,no,37,4,20,3,Partly cloudy,Night,Wednesday,no,Sepang
malay,,fat,54,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no,23,1,7,3,Partly cloudy,Night,Wednesday,no,Sepang
malay,female,fat,48,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,11,5,14,2,Partly cloudy,Night,Wednesday,no,Sepang
chinese,female,thin,41,no,no_kids,,white,casual,yellow,short_sleeve,black,short,blankets,3,7,no,60,5,18,1,Partly cloudy,Night,Wednesday,no,Putrajaya
,male,fat,29,no,no_kids,big,black,casual,yellow,,grey,long,clothes,5,7,no,27,0,17,1,Partly cloudy,Night,Wednesday,no,Sepang
malay,male,thin,34,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,15,1,15,1,Partly cloudy,Night,Wednesday,no,Majlis Perbandaran Kajang
malay,male,fat,29,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,12,1,20,2,Partly cloudy,Night,Wednesday,no,Sepang
indian,male,moderate,,no,no_kids,big,red,casual,green,short_sleeve,black,long,clothes,3,10,no,50,0,18,2,Partly cloudy,Night,Wednesday,no,Sepang
,female,fat,43,,toddler,,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes,54,2,21,2,Partly cloudy,Night,Wednesday,no,Putrajaya
malay,male,thin,32,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,37,4,7,2,Light rain,Night,Wednesday,no,Sepang
malay,male,moderate,29,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,45,2,9,1,Light rain,Night,Wednesday,no,Sepang
,female,thin,48,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes,17,5,18,3,Light rain,Night,Wednesday,no,Putrajaya
chinese,male,moderate,54,yes,young,,black,casual,grey,short_sleeve,red,long,clothes,4,8,no,46,3,18,2,Light rain,Night,Wednesday,no,Sepang
malay,male,,42,no,no_kids,big,black,,grey,long sleeve,green,long,,3,7,no,31,5,19,3,Light rain,Night,Wednesday,no,Sepang
malay,female,fat,35,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no,21,1,14,1,Partly cloudy,Night,Wednesday,no,Putrajaya
malay,female,,40,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,8,,49,3,13,2,Partly cloudy,Night,Wednesday,no,Sepang
malay,male,moderate,37,no,no_kids,big,red,,brown,short_sleeve,white,long,blankets,3,7,no,15,0,7,2,Partly cloudy,Night,Wednesday,no,Sepang
chinese,male,thin,31,,no_kids,big,black,casual,white,short_sleeve,grey,long,clothes,4,8,no,54,0,18,3,Partly cloudy,Night,Wednesday,no,Majlis Perbandaran Kajang
malay,,thin,55,no,no_kids,big,,casual,white,,black,short,clothes,6,9,no,20,3,10,2,Partly cloudy,Night,Wednesday,no,Sepang
chinese,male,thin,,no,no_kids,big,white,casual,white,short_sleeve,,short,,5,7,no,22,2,21,1,Partly cloudy,Night,Wednesday,no,Putrajaya
indian,male,thin,37,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,6,9,no,,3,9,1,Partly cloudy,Late Night,Saturday,no,Sepang
,,,30,no,no_kids,big,white,casual,grey,short_sleeve,black,short,clothes,4,8,no,39,2,15,1,Partly cloudy,Late Night,Saturday,no,Sepang
indian,male,moderate,45,no,no_kids,small,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,10,no,,3,18,2,Partly cloudy,Late Night,Saturday,no,Sepang
foreigner,female,fat,28,no,no_kids,big,green,casual,grey,short_sleeve,blue_jeans,long,clothes,6,8,no,22,1,20,2,Partly cloudy,Late Night,Saturday,no,Sepang
foreigner,female,moderate,44,no,no_kids,big,red,casual,pink,short_sleeve,grey,long,clothes,4,9,no,49,0,8,1,Partly cloudy,Late Night,Saturday,no,Sepang
indian,male,moderate,33,no,no_kids,big,purple,casual,white,short_sleeve,black,long,clothes,5,10,yes,42,4,16,2,Partly cloudy,Late Night,Saturday,no,Putrajaya
malay,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,grey,short,blankets,5,9,no,35,4,11,2,Partly cloudy,Early Morning,Saturday,no,Putrajaya
malay,male,thin,37,no,no_kids,small,white,,white,short_sleeve,black,long,clothes,4,9,,54,1,13,1,Partly cloudy,Early Morning,Saturday,no,Putrajaya
malay,male,moderate,39,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,no,11,5,7,3,Partly cloudy,Early Morning,Saturday,no,Sepang
indian,male,moderate,35,,no_kids,,blue,formal,white,short_sleeve,brown,long,clothes,6,9,no,55,2,17,1,Partly sunny,Morning,Saturday,no,Putrajaya
indian,,fat,36,no,no_kids,,blue,traditional,red,short_sleeve,white,long,clothes,6,10,no,51,0,11,2,Broken clouds,Morning,Saturday,no,Sepang
malay,female,thin,,yes,toddler,big,blue,traditional,pink,long sleeve,pink,long,clothes,5,9,no,57,1,20,2,Broken clouds,Morning,Saturday,no,Sepang
,female,thin,48,no,no_kids,big,black,casual,white,short_sleeve,blue_jeans,long,clothes,6,8,no,30,0,16,3,Broken clouds,Morning,Saturday,no,Sepang
chinese,female,thin,51,no,no_kids,big,blue,casual,white,short_sleeve,brown,short,clothes,4,9,,24,5,19,,Broken clouds,Morning,Saturday,no,Sepang
malay,male,thin,28,,toddler,big,white,casual,white,short_sleeve,black,short,clothes,3,7,yes,12,3,9,3,Broken clouds,Morning,Saturday,no,Sepang
malay,male,thin,44,,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,3,10,no,17,0,11,2,Broken clouds,Morning,Saturday,no,Sepang
indian,female,thin,34,no,no_kids,big,red,casual,,short_sleeve,black,long,blankets,6,8,no,20,3,8,1,Broken clouds,Morning,Saturday,no,Sepang
indian,,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,,6,9,no,19,5,9,3,Broken clouds,Morning,Saturday,no,Sepang
indian,male,moderate,48,no,no_kids,big,white,formal,red,short_sleeve,black,long,clothes,4,7,no,25,5,14,3,Broken clouds,Noon,Saturday,no,Putrajaya
indian,male,moderate,53,,no_kids,big,white,casual,white,,black,long,clothes,4,9,no,12,,12,1,Broken clouds,Noon,Saturday,no,Putrajaya
,male,moderate,46,no,no_kids,big,blue,casual,green,short_sleeve,blue_jeans,long,clothes,4,7,no,48,1,13,2,Thunderstorms,Noon,Monday,no,Sepang
indian,male,fat,47,no,no_kids,,blue,casual,purple,short_sleeve,,long,clothes,5,9,no,52,5,13,2,Thunderstorms,Noon,Monday,no,Sepang
malay,male,moderate,55,no,no_kids,big,brown,casual,red,short_sleeve,,short,clothes,6,7,yes,60,4,13,1,Thunderstorms,Noon,Monday,no,Sepang
malay,female,thin,37,,no_kids,big,white,casual,black,,blue,long,clothes,5,10,no,16,3,16,1,Thunderstorms,Noon,Monday,no,Sepang
chinese,male,thin,37,no,no_kids,big,blue,casual,black,short_sleeve,brown,long,clothes,4,7,no,55,,15,2,Passing clouds,Early Morning,Sunday,no,Putrajaya
indian,male,moderate,31,no,no_kids,big,red,casual,green,short_sleeve,grey,long,,6,7,,44,1,12,2,Fog,Early Morning,Sunday,no,Sepang
foreigner,female,moderate,42,no,no_kids,small,blue,traditional,red,long sleeve,red,long,clothes,6,9,no,56,1,18,,Fog,Early Morning,Sunday,no,Putrajaya
foreigner,female,thin,46,no,no_kids,big,red,traditional,green,long sleeve,green,long,clothes,5,10,no,53,1,20,2,Fog,Early Morning,Sunday,no,Putrajaya
